YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit ,Sample_Size,Total,Age(years),Education,Gender,Income,Race/Ethnicity,GeoLocation,ClassID,TopicID,QuestionID,DataValueTypeID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
2012,2012,OR,Oregon,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,26.7,26.7,,,25.0,28.4,4218,,,,,,Non-Hispanic White,"(44.56744942400047, -120.15503132599969)",OWS,OWS1,Q036,VALUE,41,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2012,2012,OR,Oregon,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Non-Hispanic Black,"(44.56744942400047, -120.15503132599969)",OWS,OWS1,Q036,VALUE,41,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2012,2012,OR,Oregon,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,12.7,12.7,,,5.8,25.8,72,,,,,,Asian,"(44.56744942400047, -120.15503132599969)",OWS,OWS1,Q036,VALUE,41,Race/Ethnicity,Asian,RACE,RACEASN
2012,2012,OR,Oregon,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Hawaiian/Pacific Islander,"(44.56744942400047, -120.15503132599969)",OWS,OWS1,Q036,VALUE,41,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
2012,2012,OR,Oregon,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,American Indian/Alaska Native,"(44.56744942400047, -120.15503132599969)",OWS,OWS1,Q036,VALUE,41,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2012,2012,OR,Oregon,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,28.9,28.9,,,23.1,35.5,375,,,,,,2 or more races,"(44.56744942400047, -120.15503132599969)",OWS,OWS1,Q036,VALUE,41,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
2012,2012,OR,Oregon,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Other,"(44.56744942400047, -120.15503132599969)",OWS,OWS1,Q036,VALUE,41,Race/Ethnicity,Other,RACE,RACEOTH
2012,2012,OR,Oregon,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,33.8,33.8,,,32.1,35.6,5056,Total,,,,,,"(44.56744942400047, -120.15503132599969)",OWS,OWS1,Q037,VALUE,41,Total,Total,OVR,OVERALL
2012,2012,OR,Oregon,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,39.6,39.6,,,36.9,42.4,2102,,,,Male,,,"(44.56744942400047, -120.15503132599969)",OWS,OWS1,Q037,VALUE,41,Gender,Male,GEN,MALE
2012,2012,OR,Oregon,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,28.0,28.0,,,25.9,30.2,2954,,,,Female,,,"(44.56744942400047, -120.15503132599969)",OWS,OWS1,Q037,VALUE,41,Gender,Female,GEN,FEMALE
2012,2012,OR,Oregon,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,32.2,32.2,,,25.6,39.6,293,,,Less than high school,,,,"(44.56744942400047, -120.15503132599969)",OWS,OWS1,Q037,VALUE,41,Education,Less than high school,EDU,EDUHS
2012,2012,OR,Oregon,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,33.6,33.6,,,30.3,37.0,1245,,,High school graduate,,,,"(44.56744942400047, -120.15503132599969)",OWS,OWS1,Q037,VALUE,41,Education,High school graduate,EDU,EDUHSGRAD
2012,2012,OR,Oregon,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,32.9,32.9,,,30.0,36.0,1521,,,Some college or technical school,,,,"(44.56744942400047, -120.15503132599969)",OWS,OWS1,Q037,VALUE,41,Education,Some college or technical school,EDU,EDUCOTEC
2012,2012,OR,Oregon,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,36.2,36.2,,,33.6,38.8,1983,,,College graduate,,,,"(44.56744942400047, -120.15503132599969)",OWS,OWS1,Q037,VALUE,41,Education,College graduate,EDU,EDUCOGRAD
2012,2012,OR,Oregon,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,22.7,22.7,,,17.3,29.1,241,,18 - 24,,,,,"(44.56744942400047, -120.15503132599969)",OWS,OWS1,Q037,VALUE,41,Age (years),18 - 24,AGEYR,AGEYR1824
2012,2012,OR,Oregon,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,30.2,30.2,,,25.4,35.4,467,,25 - 34,,,,,"(44.56744942400047, -120.15503132599969)",OWS,OWS1,Q037,VALUE,41,Age (years),25 - 34,AGEYR,AGEYR2534
2012,2012,OR,Oregon,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,35.0,35.0,,,30.2,40.1,551,,35 - 44,,,,,"(44.56744942400047, -120.15503132599969)",OWS,OWS1,Q037,VALUE,41,Age (years),35 - 44,AGEYR,AGEYR3544
2012,2012,OR,Oregon,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,36.2,36.2,,,32.1,40.5,782,,45 - 54,,,,,"(44.56744942400047, -120.15503132599969)",OWS,OWS1,Q037,VALUE,41,Age (years),45 - 54,AGEYR,AGEYR4554
2012,2012,OR,Oregon,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,36.0,36.0,,,32.8,39.4,1200,,55 - 64,,,,,"(44.56744942400047, -120.15503132599969)",OWS,OWS1,Q037,VALUE,41,Age (years),55 - 64,AGEYR,AGEYR5564
2012,2012,OR,Oregon,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,38.8,38.8,,,36.1,41.5,1774,,65 or older,,,,,"(44.56744942400047, -120.15503132599969)",OWS,OWS1,Q037,VALUE,41,Age (years),65 or older,AGEYR,AGEYR65PLUS
2012,2012,OR,Oregon,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,26.0,26.0,,,21.0,31.7,526,,,,,"Less than $15,000",,"(44.56744942400047, -120.15503132599969)",OWS,OWS1,Q037,VALUE,41,Income,"Less than $15,000",INC,INCLESS15
2012,2012,OR,Oregon,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,33.8,33.8,,,29.2,38.7,744,,,,,"$15,000 - $24,999",,"(44.56744942400047, -120.15503132599969)",OWS,OWS1,Q037,VALUE,41,Income,"$15,000 - $24,999",INC,INC1525
2012,2012,OR,Oregon,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,34.4,34.4,,,29.0,40.3,492,,,,,"$25,000 - $34,999",,"(44.56744942400047, -120.15503132599969)",OWS,OWS1,Q037,VALUE,41,Income,"$25,000 - $34,999",INC,INC2535
2012,2012,OR,Oregon,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,33.8,33.8,,,29.3,38.6,712,,,,,"$35,000 - $49,999",,"(44.56744942400047, -120.15503132599969)",OWS,OWS1,Q037,VALUE,41,Income,"$35,000 - $49,999",INC,INC3550
2012,2012,OR,Oregon,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,37.1,37.1,,,32.7,41.7,728,,,,,"$50,000 - $74,999",,"(44.56744942400047, -120.15503132599969)",OWS,OWS1,Q037,VALUE,41,Income,"$50,000 - $74,999",INC,INC5075
2012,2012,OR,Oregon,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,38.4,38.4,,,34.8,42.0,1175,,,,,"$75,000 or greater",,"(44.56744942400047, -120.15503132599969)",OWS,OWS1,Q037,VALUE,41,Income,"$75,000 or greater",INC,INC75PLUS
2012,2012,OR,Oregon,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,29.6,29.6,,,25.2,34.3,679,,,,,Data not reported,,"(44.56744942400047, -120.15503132599969)",OWS,OWS1,Q037,VALUE,41,Income,Data not reported,INC,INCNR
2012,2012,OR,Oregon,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,33.3,33.3,,,31.5,35.1,4218,,,,,,Non-Hispanic White,"(44.56744942400047, -120.15503132599969)",OWS,OWS1,Q037,VALUE,41,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2012,2012,OR,Oregon,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Non-Hispanic Black,"(44.56744942400047, -120.15503132599969)",OWS,OWS1,Q037,VALUE,41,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2012,2012,OR,Oregon,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,40.9,40.9,,,33.1,49.3,205,,,,,,Hispanic,"(44.56744942400047, -120.15503132599969)",OWS,OWS1,Q037,VALUE,41,Race/Ethnicity,Hispanic,RACE,RACEHIS
2012,2012,OR,Oregon,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,29.6,29.6,,,18.2,44.1,72,,,,,,Asian,"(44.56744942400047, -120.15503132599969)",OWS,OWS1,Q037,VALUE,41,Race/Ethnicity,Asian,RACE,RACEASN
2012,2012,OR,Oregon,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Hawaiian/Pacific Islander,"(44.56744942400047, -120.15503132599969)",OWS,OWS1,Q037,VALUE,41,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
2012,2012,OR,Oregon,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,American Indian/Alaska Native,"(44.56744942400047, -120.15503132599969)",OWS,OWS1,Q037,VALUE,41,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2012,2012,OR,Oregon,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,30.1,30.1,,,24.0,37.0,375,,,,,,2 or more races,"(44.56744942400047, -120.15503132599969)",OWS,OWS1,Q037,VALUE,41,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
2012,2012,OR,Oregon,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Other,"(44.56744942400047, -120.15503132599969)",OWS,OWS1,Q037,VALUE,41,Race/Ethnicity,Other,RACE,RACEOTH
2012,2012,OR,Oregon,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,16.3,16.3,,,15.0,17.6,5292,Total,,,,,,"(44.56744942400047, -120.15503132599969)",PA,PA1,Q047,VALUE,41,Total,Total,OVR,OVERALL
2012,2012,OR,Oregon,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,15.9,15.9,,,13.9,18.2,2131,,,,Male,,,"(44.56744942400047, -120.15503132599969)",PA,PA1,Q047,VALUE,41,Gender,Male,GEN,MALE
2012,2012,OR,Oregon,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,16.6,16.6,,,15.0,18.3,3161,,,,Female,,,"(44.56744942400047, -120.15503132599969)",PA,PA1,Q047,VALUE,41,Gender,Female,GEN,FEMALE
2012,2012,OR,Oregon,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,29.6,29.6,,,23.7,36.1,309,,,Less than high school,,,,"(44.56744942400047, -120.15503132599969)",PA,PA1,Q047,VALUE,41,Education,Less than high school,EDU,EDUHS
2012,2012,OR,Oregon,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,22.7,22.7,,,19.9,25.8,1316,,,High school graduate,,,,"(44.56744942400047, -120.15503132599969)",PA,PA1,Q047,VALUE,41,Education,High school graduate,EDU,EDUHSGRAD
2012,2012,OR,Oregon,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,14.1,14.1,,,12.3,16.2,1584,,,Some college or technical school,,,,"(44.56744942400047, -120.15503132599969)",PA,PA1,Q047,VALUE,41,Education,Some college or technical school,EDU,EDUCOTEC
2012,2012,OR,Oregon,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,6.8,6.8,,,5.6,8.3,2063,,,College graduate,,,,"(44.56744942400047, -120.15503132599969)",PA,PA1,Q047,VALUE,41,Education,College graduate,EDU,EDUCOGRAD
2012,2012,OR,Oregon,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,11.4,11.4,,,7.7,16.4,250,,18 - 24,,,,,"(44.56744942400047, -120.15503132599969)",PA,PA1,Q047,VALUE,41,Age (years),18 - 24,AGEYR,AGEYR1824
2012,2012,OR,Oregon,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,12.2,12.2,,,9.0,16.2,496,,25 - 34,,,,,"(44.56744942400047, -120.15503132599969)",PA,PA1,Q047,VALUE,41,Age (years),25 - 34,AGEYR,AGEYR2534
2012,2012,OR,Oregon,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,13.6,13.6,,,10.2,17.8,581,,35 - 44,,,,,"(44.56744942400047, -120.15503132599969)",PA,PA1,Q047,VALUE,41,Age (years),35 - 44,AGEYR,AGEYR3544
2012,2012,OR,Oregon,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,17.8,17.8,,,14.7,21.4,817,,45 - 54,,,,,"(44.56744942400047, -120.15503132599969)",PA,PA1,Q047,VALUE,41,Age (years),45 - 54,AGEYR,AGEYR4554
2012,2012,OR,Oregon,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,16.2,16.2,,,13.8,18.8,1250,,55 - 64,,,,,"(44.56744942400047, -120.15503132599969)",PA,PA1,Q047,VALUE,41,Age (years),55 - 64,AGEYR,AGEYR5564
2012,2012,OR,Oregon,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,24.1,24.1,,,21.8,26.6,1839,,65 or older,,,,,"(44.56744942400047, -120.15503132599969)",PA,PA1,Q047,VALUE,41,Age (years),65 or older,AGEYR,AGEYR65PLUS
2012,2012,OR,Oregon,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,26.5,26.5,,,21.9,31.8,548,,,,,"Less than $15,000",,"(44.56744942400047, -120.15503132599969)",PA,PA1,Q047,VALUE,41,Income,"Less than $15,000",INC,INCLESS15
2012,2012,OR,Oregon,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,21.9,21.9,,,18.4,25.8,780,,,,,"$15,000 - $24,999",,"(44.56744942400047, -120.15503132599969)",PA,PA1,Q047,VALUE,41,Income,"$15,000 - $24,999",INC,INC1525
2012,2012,OR,Oregon,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,21.1,21.1,,,16.4,26.7,515,,,,,"$25,000 - $34,999",,"(44.56744942400047, -120.15503132599969)",PA,PA1,Q047,VALUE,41,Income,"$25,000 - $34,999",INC,INC2535
2012,2012,OR,Oregon,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,16.2,16.2,,,12.9,20.3,741,,,,,"$35,000 - $49,999",,"(44.56744942400047, -120.15503132599969)",PA,PA1,Q047,VALUE,41,Income,"$35,000 - $49,999",INC,INC3550
2012,2012,OR,Oregon,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,11.2,11.2,,,8.8,14.2,748,,,,,"$50,000 - $74,999",,"(44.56744942400047, -120.15503132599969)",PA,PA1,Q047,VALUE,41,Income,"$50,000 - $74,999",INC,INC5075
2012,2012,OR,Oregon,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,5.8,5.8,,,4.3,7.9,1206,,,,,"$75,000 or greater",,"(44.56744942400047, -120.15503132599969)",PA,PA1,Q047,VALUE,41,Income,"$75,000 or greater",INC,INC75PLUS
2012,2012,OR,Oregon,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,19.0,19.0,,,15.7,22.9,754,,,,,Data not reported,,"(44.56744942400047, -120.15503132599969)",PA,PA1,Q047,VALUE,41,Income,Data not reported,INC,INCNR
2012,2012,OR,Oregon,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,15.0,15.0,,,13.8,16.4,4394,,,,,,Non-Hispanic White,"(44.56744942400047, -120.15503132599969)",PA,PA1,Q047,VALUE,41,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2012,2012,OR,Oregon,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Non-Hispanic Black,"(44.56744942400047, -120.15503132599969)",PA,PA1,Q047,VALUE,41,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2012,2012,OR,Oregon,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,25.0,25.0,,,18.8,32.4,217,,,,,,Hispanic,"(44.56744942400047, -120.15503132599969)",PA,PA1,Q047,VALUE,41,Race/Ethnicity,Hispanic,RACE,RACEHIS
2012,2012,OR,Oregon,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,15.5,15.5,,,8.2,27.5,81,,,,,,Asian,"(44.56744942400047, -120.15503132599969)",PA,PA1,Q047,VALUE,41,Race/Ethnicity,Asian,RACE,RACEASN
2012,2012,OR,Oregon,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Hawaiian/Pacific Islander,"(44.56744942400047, -120.15503132599969)",PA,PA1,Q047,VALUE,41,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
2012,2012,OR,Oregon,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,American Indian/Alaska Native,"(44.56744942400047, -120.15503132599969)",PA,PA1,Q047,VALUE,41,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2012,2012,OR,Oregon,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,23.8,23.8,,,18.4,30.3,391,,,,,,2 or more races,"(44.56744942400047, -120.15503132599969)",PA,PA1,Q047,VALUE,41,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
2012,2012,OR,Oregon,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Other,"(44.56744942400047, -120.15503132599969)",PA,PA1,Q047,VALUE,41,Race/Ethnicity,Other,RACE,RACEOTH
2013,2013,OR,Oregon,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,26.5,26.5,,,24.9,28.1,5668,Total,,,,,,"(44.56744942400047, -120.15503132599969)",OWS,OWS1,Q036,VALUE,41,Total,Total,OVR,OVERALL
2013,2013,OR,Oregon,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,28.0,28.0,,,25.7,30.3,2524,,,,Male,,,"(44.56744942400047, -120.15503132599969)",OWS,OWS1,Q036,VALUE,41,Gender,Male,GEN,MALE
2013,2013,OR,Oregon,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,25.0,25.0,,,22.9,27.1,3144,,,,Female,,,"(44.56744942400047, -120.15503132599969)",OWS,OWS1,Q036,VALUE,41,Gender,Female,GEN,FEMALE
2013,2013,OR,Oregon,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,31.4,31.4,,,24.7,38.9,270,,,Less than high school,,,,"(44.56744942400047, -120.15503132599969)",OWS,OWS1,Q036,VALUE,41,Education,Less than high school,EDU,EDUHS
2013,2013,OR,Oregon,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,29.4,29.4,,,26.5,32.6,1392,,,High school graduate,,,,"(44.56744942400047, -120.15503132599969)",OWS,OWS1,Q036,VALUE,41,Education,High school graduate,EDU,EDUHSGRAD
2013,2013,OR,Oregon,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,29.2,29.2,,,26.6,31.9,1759,,,Some college or technical school,,,,"(44.56744942400047, -120.15503132599969)",OWS,OWS1,Q036,VALUE,41,Education,Some college or technical school,EDU,EDUCOTEC
2013,2013,OR,Oregon,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,17.9,17.9,,,16.1,19.8,2232,,,College graduate,,,,"(44.56744942400047, -120.15503132599969)",OWS,OWS1,Q036,VALUE,41,Education,College graduate,EDU,EDUCOGRAD
2013,2013,OR,Oregon,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,10.0,10.0,,,6.8,14.5,313,,18 - 24,,,,,"(44.56744942400047, -120.15503132599969)",OWS,OWS1,Q036,VALUE,41,Age (years),18 - 24,AGEYR,AGEYR1824
2013,2013,OR,Oregon,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,26.2,26.2,,,22.0,30.9,569,,25 - 34,,,,,"(44.56744942400047, -120.15503132599969)",OWS,OWS1,Q036,VALUE,41,Age (years),25 - 34,AGEYR,AGEYR2534
2013,2013,OR,Oregon,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,30.6,30.6,,,26.1,35.6,605,,35 - 44,,,,,"(44.56744942400047, -120.15503132599969)",OWS,OWS1,Q036,VALUE,41,Age (years),35 - 44,AGEYR,AGEYR3544
2013,2013,OR,Oregon,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,30.4,30.4,,,26.4,34.6,825,,45 - 54,,,,,"(44.56744942400047, -120.15503132599969)",OWS,OWS1,Q036,VALUE,41,Age (years),45 - 54,AGEYR,AGEYR4554
2013,2013,OR,Oregon,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,31.0,31.0,,,28.2,34.0,1382,,55 - 64,,,,,"(44.56744942400047, -120.15503132599969)",OWS,OWS1,Q036,VALUE,41,Age (years),55 - 64,AGEYR,AGEYR5564
2013,2013,OR,Oregon,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,26.0,26.0,,,23.8,28.4,1974,,65 or older,,,,,"(44.56744942400047, -120.15503132599969)",OWS,OWS1,Q036,VALUE,41,Age (years),65 or older,AGEYR,AGEYR65PLUS
2013,2013,OR,Oregon,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,28.4,28.4,,,23.3,34.1,535,,,,,"Less than $15,000",,"(44.56744942400047, -120.15503132599969)",OWS,OWS1,Q036,VALUE,41,Income,"Less than $15,000",INC,INCLESS15
2013,2013,OR,Oregon,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,30.1,30.1,,,25.7,34.9,830,,,,,"$15,000 - $24,999",,"(44.56744942400047, -120.15503132599969)",OWS,OWS1,Q036,VALUE,41,Income,"$15,000 - $24,999",INC,INC1525
